Numero;Utenza;Fattura;Data;Valore (m³)
40943130;70783359;FT-2023-49503;15/11/2023;3228
40954249;36533717;FT-2020-22513;26/11/2020;3475
40955116;74816384;FT-2022-97548;03/12/2022;363
40959480;38421020;FT-2024-21942;26/09/2024;1320
40963899;20861647;FT-2020-95744;04/04/2020;1251
40964023;46050281;FT-2024-44871;31/10/2024;824
40967280;39594523;FT-2022-45387;02/05/2022;5038
40970316;16163294;FT-2024-70144;19/06/2024;3265
40970665;71350621;FT-2022-86313;03/06/2022;932
40971849;89065061;FT-2024-71079;08/11/2024;5620
40978860;98064420;FT-2020-44431;30/09/2020;3674
40980581;63789318;;09/06/2024;625
40993077;66684732;FT-2022-13788;06/09/2022;1250
40996704;21057039;FT-2025-01097;25/01/2025;3047
41000352;94802205;FT-2021-86428;01/02/2021;4222
41024608;52437540;FT-2021-19616;15/10/2021;2030
41037023;87063242;FT-2023-16817;11/07/2023;2359
41048511;85186892;FT-2024-33501;07/08/2024;2052
41061950;62023589;FT-2022-65759;14/06/2022;3681
41064448;49190566;FT-2024-12863;20/02/2024;2167
41067457;75339431;;28/05/2023;1268
41069229;18970649;FT-2023-59735;01/07/2023;2603
41069594;38092428;;19/08/2025;277
41074537;14393516;FT-2020-39033;26/07/2020;4659
41083802;36547935;FT-2025-13663;15/05/2025;1788
41085343;15151864;FT-2023-66661;20/01/2023;2514
41085887;87487477;FT-2024-32829;20/02/2024;3441
41089061;56058679;FT-2023-07938;21/09/2023;2370
41091705;43665028;FT-2024-89834;03/08/2024;2077
41094743;42400615;FT-2025-65520;16/05/2025;1073
41096933;72962080;FT-2023-61139;06/12/2023;3636
41100763;93952525;FT-2022-68151;12/03/2022;4232
41106131;12530843;FT-2025-07321;02/07/2025;4863
41109957;90442877;FT-2023-39276;10/03/2023;1288
41110965;54812308;FT-2022-83504;01/10/2022;2236
41113631;50273201;FT-2022-67903;03/02/2022;427
41114172;38179340;FT-2024-15391;07/12/2024;3808
41116139;53604890;;14/11/2025;4766
41117010;46534764;FT-2022-01237;10/04/2022;985
41124476;24706165;FT-2022-18001;28/11/2022;1242
41128556;61391960;FT-2023-49442;30/05/2023;4928
41133549;67663454;FT-2022-10807;09/02/2022;3060
41137418;98891787;FT-2021-21774;21/04/2021;3413
41145477;23712436;FT-2024-16354;04/10/2024;4607
41145527;12601279;FT-2024-85351;27/11/2024;486
41155398;19788208;FT-2020-84468;27/12/2020;3351
41158202;59462455;;06/11/2023;2834
41159001;62394120;FT-2023-45933;09/05/2023;585
41163482;62731172;;01/09/2022;4947
41167817;28777953;;15/09/2023;2453
41176247;27393010;FT-2024-72403;19/03/2024;2993
41181864;79961315;FT-2022-22471;27/06/2022;3910
41182313;49579551;FT-2022-06569;02/08/2022;3821
41183515;94699733;;01/12/2023;4210
41199607;37857103;FT-2024-53783;25/12/2024;3240
41199955;74578655;;04/05/2024;1894
41223216;32940572;;14/03/2022;4319
41225964;36009860;FT-2023-15697;06/02/2023;3180
41228351;29639907;FT-2024-10648;18/06/2024;432
41231522;94028914;FT-2022-90076;06/02/2022;1283
41236537;48267586;FT-2023-37960;16/05/2023;3020
41239697;97268193;FT-2021-31478;13/08/2021;2099
41241952;46273202;FT-2023-95769;15/04/2023;4647
41243710;73411048;FT-2024-10620;05/03/2024;343
41249538;71500111;FT-2022-79260;20/10/2022;530
41255301;74853207;FT-2025-16820;12/06/2025;243
41262630;84984746;FT-2020-45375;06/06/2020;4327
41270162;60064227;;03/05/2025;890
41270317;43185748;FT-2021-48168;12/12/2021;4925
41275062;99969860;FT-2022-31244;08/04/2022;1837
41279931;58820893;FT-2023-26487;06/10/2023;3549
41282115;76296586;FT-2023-33740;01/03/2023;3514
41291840;27006814;FT-2024-08135;05/01/2024;3991
41296583;30535313;FT-2022-58453;30/03/2022;1407
41297455;81547595;FT-2020-14379;25/06/2020;4158
41299660;31055247;FT-2022-90260;14/03/2022;658
41304889;90283541;FT-2024-30004;05/01/2024;2303
41311899;68736627;FT-2021-55501;09/06/2021;725
41313930;50703666;FT-2024-67147;09/02/2024;4851
41321284;51913780;FT-2023-32688;22/06/2023;4050
41326458;51316475;FT-2021-97843;16/11/2021;832
41331054;92741176;;30/10/2025;920
41335009;29596027;FT-2024-46596;13/09/2024;2690
41352354;58739610;FT-2022-60836;16/05/2022;3460
41363708;90002722;FT-2020-82234;23/11/2020;300
41366541;19624406;FT-2023-35276;06/01/2023;2434
41368264;31878519;FT-2023-56058;27/01/2023;2598
41372159;67721127;FT-2021-58332;14/10/2021;5017
41372187;85542619;FT-2020-55073;19/09/2020;2349
41378286;93855451;FT-2023-91690;20/04/2023;5052
41387898;69656003;FT-2023-30340;31/03/2023;2836
41391306;88704811;FT-2022-77245;21/08/2022;1530
41392336;21121259;FT-2021-21618;17/02/2021;4095
41398794;73355643;FT-2024-80448;16/09/2024;2425
41399327;92727955;FT-2026-54243;28/04/2026;3377
41400923;44657871;FT-2022-31550;12/12/2022;1791
41402185;14666145;FT-2021-68706;24/08/2021;1812
41403749;23193592;FT-2022-49549;18/11/2022;3838
41406339;84527193;FT-2024-28049;22/12/2024;2525
41408204;69398368;FT-2023-77124;23/04/2023;4954
41413912;37463523;FT-2024-87773;19/06/2024;2714
41426160;76328246;FT-2023-45157;27/04/2023;3818
41430944;92210401;FT-2024-09598;14/08/2024;3976
41431630;44557999;FT-2020-39237;04/06/2020;3522
41433291;52059868;FT-2024-49043;30/06/2024;5128
41451383;29013020;FT-2024-33116;03/05/2024;3096
41460025;78931350;FT-2022-70904;09/07/2022;3683
41471363;52965923;FT-2023-17467;02/04/2023;3882
41473489;87894896;FT-2022-85875;02/06/2022;1427
41473910;84820736;FT-2024-58586;02/02/2024;3063
41474523;71977317;FT-2022-83475;25/07/2022;351
41480074;71789320;FT-2024-20821;16/10/2024;4434
41486130;75146040;FT-2021-15317;15/12/2021;1048
41489676;51913780;FT-2023-14116;27/07/2023;4159
41489919;51567117;FT-2025-25859;28/06/2025;4130
41490533;10906053;FT-2021-22584;12/06/2021;2878
41508512;48062502;FT-2023-17913;12/08/2023;1278
41526293;74053567;FT-2022-84858;12/09/2022;3335
41532187;53380054;FT-2024-50569;30/01/2024;3350
41533699;72953506;FT-2023-23071;02/01/2023;2682
41542037;68422717;FT-2023-34822;17/05/2023;3753
41544223;53156685;FT-2021-06517;06/02/2021;785
41544446;77901752;;12/10/2022;1913
41547799;66777226;;20/12/2024;3018
41547998;80636219;;23/11/2025;4540
41550056;48843021;FT-2025-19299;27/04/2025;3443
41555520;56717762;FT-2024-01567;18/09/2024;1580
41563185;94732550;FT-2025-95946;02/07/2025;756
41568573;92307008;FT-2020-05226;09/12/2020;2923
41572091;94167347;FT-2025-76372;09/11/2025;4495
41579197;68170833;FT-2023-98962;08/12/2023;2954
41582584;87533126;FT-2025-15035;01/05/2025;4260
41586718;60254972;FT-2023-25325;22/03/2023;1319
41588287;72950767;FT-2021-81199;11/06/2021;4695
41589106;78761124;FT-2021-07715;07/10/2021;4416
41592991;81519317;FT-2026-95636;19/02/2026;785
41594399;65628497;FT-2024-09244;23/05/2024;1509
41596406;14393516;FT-2021-25478;30/05/2021;4824
41597346;51420248;;04/08/2023;4537
41608632;72056341;FT-2021-06788;20/12/2021;4620
41614893;16737788;FT-2022-43439;17/02/2022;3175
41619401;29455868;FT-2022-85245;03/05/2022;3251
41625831;99899217;FT-2023-37389;10/03/2023;1604
41626443;23599660;FT-2023-67850;11/12/2023;4743
41626668;24388232;FT-2024-99221;10/04/2024;5025
41630014;55871207;FT-2023-07294;18/11/2023;3539
41632143;20326642;FT-2021-62748;15/09/2021;3273
41634624;15871469;FT-2022-80368;28/02/2022;1661
41636110;99873073;FT-2021-15179;11/11/2021;3936
41636772;56654977;FT-2021-98493;07/10/2021;5131
41639515;28643231;FT-2023-04777;29/07/2023;4820
41647032;15045050;FT-2022-85985;10/12/2022;2950
41649137;29163695;FT-2020-83976;11/07/2020;793
41656136;59653916;FT-2021-12280;30/06/2021;2396
41659361;81130554;;04/03/2026;3223
41663879;89500173;FT-2021-34960;24/08/2021;926
41663972;15045050;FT-2022-52589;17/01/2022;2808
41677722;67967246;FT-2022-75532;28/01/2022;5594
41689893;41563093;FT-2020-57456;30/11/2020;5480
41696048;64837441;FT-2025-15666;30/05/2025;4923
41697449;37463523;FT-2024-88332;22/05/2024;2678
41709292;74838953;FT-2023-38333;12/04/2023;2659
41718514;37386883;FT-2022-86500;17/12/2022;3105
41719607;88292216;FT-2023-22468;18/12/2023;3174
41721383;79800557;FT-2023-52260;17/01/2023;5165
41724603;78761124;FT-2022-94076;25/01/2022;4425
41735478;12362192;FT-2021-73579;28/04/2021;1756
41735537;30259364;FT-2024-01995;17/06/2024;4205
41753693;43209673;FT-2020-18555;22/09/2020;2445
41760967;33771843;;03/01/2021;5255
41761619;30999347;FT-2024-83739;02/11/2024;3763
41763835;39676291;FT-2024-01517;18/09/2024;895
41767133;31234764;FT-2021-42673;27/01/2021;2094
41768048;92092257;FT-2021-92783;11/11/2021;5907
41768553;77393852;FT-2023-51543;07/08/2023;4045
41775778;57683420;FT-2021-67118;14/12/2021;3661
41783477;60313928;FT-2020-67834;12/07/2020;1488
41785070;19567333;FT-2022-17042;23/06/2022;510
41787635;57651186;FT-2022-47849;28/08/2022;5109
41796019;51721562;FT-2022-78409;24/10/2022;1498
41799803;43610944;;05/03/2021;4777
41807205;24348696;FT-2024-88028;30/05/2024;5289
41812495;64500902;FT-2024-27677;14/10/2024;4984
41824161;82316316;FT-2023-38613;19/04/2023;1764
41836486;37937145;FT-2022-88455;11/02/2022;2924
41839237;72467287;FT-2021-73191;16/04/2021;4335
41842343;28680109;FT-2022-69252;23/11/2022;4651
41843515;99940539;FT-2022-46027;17/01/2022;5119
41846067;70349824;FT-2024-08940;08/07/2024;1046
41846384;38635834;;17/12/2021;2032
41847278;31983691;FT-2024-21803;04/04/2024;5047
41855565;76925529;FT-2021-28825;15/01/2021;3309
41871275;63004999;;11/07/2022;1708
41875387;91275917;FT-2021-41886;08/01/2021;4605
41877517;25596374;FT-2022-16192;31/10/2022;443
41883444;84466609;FT-2022-92965;23/03/2022;4906
41889138;50273201;FT-2023-88583;02/05/2023;938
41895038;90702729;FT-2022-81408;27/05/2022;2129
41900976;75021000;FT-2022-87576;26/08/2022;2932
41913226;55655743;FT-2022-04937;20/06/2022;708
41917628;72934497;FT-2023-96199;08/04/2023;4751
41926396;48062502;FT-2022-59232;01/12/2022;1057
41928951;97032032;FT-2020-86304;03/07/2020;1809
41931755;87449058;FT-2021-65480;14/01/2021;2293
41932780;46705904;FT-2021-08308;20/11/2021;2529
41934193;59150892;FT-2023-27380;30/04/2023;1737
41934847;70304093;FT-2023-45084;10/05/2023;2761
41936687;70180403;FT-2022-58641;02/08/2022;2325
41939930;53440708;FT-2020-36766;30/05/2020;1065
41940944;19617399;FT-2025-83782;20/04/2025;3610
41941750;96153355;;19/05/2024;2086
41942181;66224197;FT-2025-16842;17/02/2025;1241
41947166;99162441;FT-2020-00324;27/11/2020;3929
41947590;14588679;FT-2022-46803;07/12/2022;3126
41948016;50293634;FT-2021-10287;17/06/2021;4187
41950713;24430106;;16/06/2021;586
41951516;44670656;;20/11/2021;3789
41953004;53594882;;31/01/2021;1424
41954078;85493934;FT-2023-22522;15/09/2023;3073
41954436;10649340;FT-2023-59483;20/04/2023;4579
41962678;97240107;FT-2025-68689;12/09/2025;1550
41970292;75424382;FT-2024-39756;12/06/2024;1228
41971060;57697357;FT-2025-80478;08/07/2025;891
41976432;39255568;FT-2020-83125;03/07/2020;630
41989747;84294142;;14/05/2020;1062
42003547;43190368;FT-2022-85772;19/03/2022;5393
42005079;20124571;FT-2026-30381;15/02/2026;1273
42005349;69084194;FT-2025-99390;10/04/2025;4948
42006865;62697442;FT-2021-96737;20/04/2021;3810
42011143;79901398;;22/12/2022;4340
42011734;91476212;FT-2023-50672;22/01/2023;3983
42011751;82186003;FT-2022-35960;22/10/2022;3704
42014983;12470288;FT-2021-97597;28/01/2021;3689
42017429;77389975;FT-2024-86212;23/09/2024;4121
42020879;72796024;FT-2021-17990;14/11/2021;4334
42023557;11385500;FT-2021-90922;10/12/2021;3189
42026288;15315204;FT-2025-89203;18/08/2025;3972
42033533;59133424;FT-2024-31955;30/01/2024;603
42038294;79961315;;03/02/2022;3894
42041983;28768316;FT-2021-38630;14/05/2021;1063
42043102;71125804;FT-2023-54742;20/08/2023;4952
42046539;21102867;FT-2021-07169;26/09/2021;1804
42063570;89251327;FT-2022-06805;26/05/2022;5753
42075384;67421884;FT-2022-40601;04/02/2022;816
42091957;76292508;FT-2021-14484;11/12/2021;4341
42096914;12252677;FT-2021-59771;11/06/2021;4699
42099559;20471891;FT-2022-61588;16/11/2022;1564
42100822;24754662;FT-2024-49550;17/05/2024;842
42100882;74320317;FT-2022-11168;02/08/2022;4544
42101069;58962980;FT-2024-79627;18/07/2024;5072
42101672;80318053;FT-2023-70337;19/02/2023;1204
42104365;80062394;FT-2024-84923;19/06/2024;2624
42107432;27465421;FT-2024-14552;11/04/2024;1955
42108201;35476818;FT-2023-59292;01/05/2023;2680
42116915;57243586;FT-2021-57000;03/08/2021;3683
42118265;90185694;;29/10/2023;1299
42118308;36804085;;16/09/2022;1731
42121183;63004999;FT-2023-83980;04/07/2023;1904
42122635;62394120;FT-2024-57373;27/08/2024;1062
42134330;91789046;FT-2022-67599;02/06/2022;3228
42140076;55475749;FT-2023-18025;12/02/2023;830
42141819;83977406;FT-2023-61570;07/02/2023;1125
42147659;70835701;FT-2025-68742;14/03/2025;2709
42148026;76706625;FT-2022-24185;31/07/2022;2633
42156188;46604741;FT-2021-18948;04/11/2021;1621
42169794;15754370;FT-2020-64357;10/08/2020;1093
42170560;34789225;FT-2021-97224;27/04/2021;2166
42174456;29699335;FT-2023-03556;17/07/2023;3963
42175192;74205955;FT-2024-22949;14/09/2024;3393
42181290;11666870;FT-2020-21785;22/08/2020;4477
42181441;34817175;FT-2021-80642;21/12/2021;4665
42184775;13597177;FT-2022-38272;25/01/2022;3122
42188709;28768316;FT-2020-91003;12/09/2020;903
42195659;10962588;FT-2024-44990;19/02/2024;3013
42195701;17399289;;05/12/2020;782
42197269;86581739;FT-2021-54502;07/07/2021;1391
42198842;90550774;;14/06/2021;3995
42209288;61403696;FT-2023-73087;24/12/2023;981
42223841;16510640;FT-2025-59588;01/08/2025;405
42230491;51357168;FT-2023-13779;03/09/2023;1130
42232443;83316806;FT-2025-26419;17/01/2025;844
42239829;15922941;FT-2020-72892;19/12/2020;5100
42245861;35488214;FT-2022-67663;02/08/2022;2911
42257881;54158331;FT-2022-16145;14/06/2022;4783
42257985;25353961;FT-2023-52993;20/10/2023;5137
42263555;85542619;;09/08/2020;2363
42268257;58974223;;22/05/2024;1646
42271980;10507026;FT-2021-92050;08/04/2021;4218
42285585;57798882;;04/04/2023;3698
42287987;44798529;FT-2023-67852;02/04/2023;2999
42309021;46657224;;21/11/2020;1884
42311551;35476818;;10/06/2023;2802
42311811;36804085;;04/02/2021;970
42318165;15932525;FT-2020-01053;10/09/2020;3054
42329443;99221007;;19/10/2022;3785
42333054;50640391;FT-2022-10360;03/05/2022;3979
42333223;28726001;FT-2023-37707;11/04/2023;5231
42335526;12316433;FT-2024-72212;24/03/2024;4177
42336513;75818981;FT-2020-14259;22/09/2020;2971
42338479;39638639;FT-2024-95482;17/11/2024;2385
42340921;27929111;FT-2025-16996;30/12/2025;1829
42345239;34056829;FT-2024-09455;14/07/2024;436
42345249;61531952;;17/04/2021;561
42350634;61934638;FT-2022-91119;03/01/2022;3667
42351636;87031637;FT-2022-09149;18/09/2022;5948
42354374;92373379;FT-2022-38694;14/06/2022;4243
42361626;93710539;FT-2024-95450;26/02/2024;2386
42362366;45117455;FT-2024-75354;30/08/2024;4070
42366105;16954735;;03/02/2025;1737
42368925;50038180;FT-2023-35866;26/10/2023;4577
42369100;36501673;FT-2023-17532;24/02/2023;5661
42373374;10464549;;24/10/2025;4937
42380095;66360041;;01/09/2022;798
42389982;60743509;;21/04/2024;987
42392993;74609614;FT-2020-87724;04/06/2020;1330
42394154;64833095;FT-2025-43055;24/10/2025;2201
42396500;80289517;FT-2021-84560;12/08/2021;5005
42398626;16524077;FT-2026-82421;10/04/2026;2758
42409639;60032990;FT-2022-26418;21/06/2022;3499
42413882;48264609;;26/02/2021;1333
42422028;57407482;FT-2021-19180;19/04/2021;1369
42423869;16109221;;09/08/2024;622
42425248;96240574;;15/07/2024;1377
42438122;91677848;FT-2021-53179;07/12/2021;2509
42444040;24348696;FT-2024-50414;27/05/2024;5182
42451952;10760175;FT-2021-86970;19/11/2021;2362
42453136;16643158;FT-2021-97376;07/08/2021;5192
42457698;27006814;;21/05/2024;4297
42463430;56764281;FT-2022-56474;09/07/2022;4477
42472768;25337435;FT-2024-62113;07/10/2024;550
42479578;28768316;FT-2022-45551;01/08/2022;1565
42483378;72080820;;06/05/2023;3218
42483609;62635602;FT-2023-86421;24/11/2023;2695
42484570;75182755;FT-2023-12339;21/01/2023;2121
42487195;32960443;FT-2022-80806;27/10/2022;1594
42490192;51259799;FT-2022-13112;04/01/2022;5488
42491245;37386883;FT-2023-51853;25/07/2023;3453
42492418;51118600;FT-2026-01057;27/01/2026;480
42495682;98269177;FT-2025-49285;21/02/2025;759
42498931;54829435;FT-2022-98876;17/08/2022;6380
42505734;85418277;FT-2022-59469;13/02/2022;2215
42510088;56159700;FT-2020-41913;25/04/2020;1397
42510936;40003896;FT-2020-95820;20/07/2020;3659
42541684;38553595;FT-2022-73508;20/06/2022;4580
42542399;45454948;FT-2021-38425;30/07/2021;4528
42544530;43583843;FT-2021-30776;27/05/2021;4396
42553376;49330517;FT-2022-98245;05/10/2022;5655
42566588;69639040;;08/04/2020;619
42567263;19832210;FT-2021-71944;18/10/2021;1801
42567437;28621098;FT-2025-08818;31/03/2025;1929
42570924;68391115;FT-2022-64971;09/06/2022;4982
42573583;80289666;;17/12/2020;656
42585537;99969860;FT-2021-07186;01/09/2021;1646
42589428;85875585;FT-2020-75560;16/12/2020;1565
42591906;62549206;FT-2023-21676;14/12/2023;5138
42598534;70167449;FT-2022-39477;27/10/2022;3985
42606906;29423215;FT-2023-77076;09/04/2023;340
42610581;72080820;FT-2023-65726;21/07/2023;3207
42611344;27791524;;24/07/2023;963
42613029;81861422;FT-2022-33423;26/12/2022;4847
42617228;16732318;FT-2022-28713;11/10/2022;3987
42618364;81265728;FT-2021-04938;20/11/2021;3060
42621256;94092771;FT-2024-45160;11/06/2024;5087
42630446;67562641;;04/01/2023;1238
42633886;88911797;FT-2022-98820;10/12/2022;2089
42635078;78356521;FT-2024-45468;13/04/2024;1173
42641627;98811859;FT-2022-36034;21/03/2022;337
42643685;90562656;FT-2024-41990;27/06/2024;3217
42655312;15365045;FT-2024-30834;07/07/2024;3444
42658422;58739610;;16/01/2022;3253
42662934;36303975;FT-2021-97566;29/11/2021;3414
42663148;29738818;FT-2023-05417;23/07/2023;3528
42666327;90526321;FT-2021-04042;21/11/2021;5139
42667066;80999173;;06/09/2025;4792
42670790;29163695;FT-2022-96451;10/05/2022;1351
42670799;42816291;FT-2022-43365;18/12/2022;4019
42687745;63779599;;15/02/2024;2080
42697309;86352946;FT-2020-30783;12/12/2020;3266
42703932;36772233;FT-2020-32113;10/11/2020;2598
42718318;61381865;FT-2024-63592;28/03/2024;5028
42722121;95514382;FT-2024-38997;16/06/2024;4328
42723208;10415893;FT-2022-57186;30/05/2022;3805
42723501;74497602;FT-2023-20453;17/05/2023;3249
42725034;48130149;FT-2024-07799;16/03/2024;5247
42726507;33955434;FT-2022-93852;20/11/2022;2501
42751667;82812356;FT-2025-43351;10/05/2025;419
42754816;56058679;FT-2023-62892;01/03/2023;2191
42761266;49601609;FT-2023-97060;02/03/2023;4572
42769040;68313237;FT-2021-80419;15/09/2021;5188
42771881;74969028;FT-2022-37169;07/09/2022;1588
42774855;62577754;FT-2025-73463;24/09/2025;2028
42780438;87527071;FT-2021-43944;07/12/2021;2629
42787088;90453478;FT-2021-13352;20/12/2021;2287
42792051;27817032;;31/05/2021;1724
42792712;22833372;FT-2022-87785;22/12/2022;2140
42793024;19333963;;02/09/2025;4736
42800437;88521979;FT-2022-79724;05/10/2022;896
42806337;46527172;FT-2025-43933;22/04/2025;4081
42810880;92709081;FT-2025-64947;16/02/2025;5281
42812425;30034244;FT-2021-74050;18/11/2021;1658
42822368;60492217;FT-2022-37560;05/01/2022;2470
42834860;73355643;FT-2024-38539;27/01/2024;2239
42848222;90288252;FT-2022-62211;28/04/2022;4495
42861278;58869320;FT-2024-74320;10/03/2024;4679
42875626;20615372;FT-2022-90271;15/11/2022;4389
42878996;17360776;FT-2022-11966;20/07/2022;3466
42882626;12235697;FT-2022-48390;30/05/2022;2253
42890769;54544608;FT-2022-39661;26/10/2022;1866
42891683;17992164;FT-2024-18735;14/09/2024;2413
42894897;21926890;FT-2022-15299;01/05/2022;5810
42900654;77990069;FT-2025-60825;03/02/2025;526
42909651;58355054;FT-2022-06584;07/06/2022;4027
42917738;71424426;;04/12/2020;1265
42925519;58424959;FT-2025-92285;10/10/2025;2237
42929286;66731370;FT-2020-18519;01/10/2020;937
42932757;23167080;;14/09/2024;3535
42935238;90550774;FT-2021-79981;18/03/2021;4017
42940693;73302304;FT-2022-72809;29/11/2022;3778
42952892;24846036;FT-2022-51000;14/12/2022;1597
42957298;16862408;FT-2025-22758;03/03/2025;2728
42958320;61856905;FT-2020-37793;14/07/2020;1278
42959200;47884437;FT-2022-36586;06/12/2022;1165
42961707;72505073;FT-2022-58587;06/05/2022;3496
42962524;10617413;;23/12/2024;4539
42975918;87496903;FT-2022-77033;06/11/2022;845
42981339;99969860;FT-2021-53511;19/11/2021;1846
42981925;30373448;FT-2022-87733;05/07/2022;3655
42982003;72341996;;31/08/2023;1068
42984898;12787429;FT-2024-36837;05/12/2024;2933
42989789;27236670;FT-2024-32739;25/03/2024;2539
42996345;67809134;FT-2024-41411;09/03/2024;5202
42996701;81597412;;04/01/2022;794
42997967;20419453;FT-2023-29754;05/06/2023;2583
43000485;71627141;FT-2022-98319;15/09/2022;3511
43007644;23325411;FT-2022-12128;25/06/2022;2153
43017865;27468135;;22/04/2022;2522
